Description,ASIN,Product Description,Manufacturer
" Set of heavy-duty plastic vacuum compression storage bags  , Compress bulky textiles, clothing, linens, and more at an 80% size reduction  , Protects items from moisture, dirt, insects, mold, odors, and more  , Hand pump included, or connect to any standard vacuum cleaner hose for faster results  , Heavy-duty valve and double seal zipper for air tight protection  , 6-pack of bags: 2 Jumbo (100 x 76 cm), 2 Large (80 x 60 cm), 2 Medium (70 x 50 cm)  ",B07RP7WHHY,None, amazon basics
" Material: Water Resistant Strong Polyester  , Compartments: 2 with padding  , Laptop Size: 15.6 inch and below  , Dimensions: LxWxH - 11 x 6 x 18 inches  , Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  ",B0BPVLXD53,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA
" PACKAGE CONTAINS: 1 Piece Waste Bag Roll (30 Bags)  , MATERIAL: Plastic  , PRODUCT DIMENSION: 43 x 48 x 1 CM  , BIODEGRADABLE PLASTIC: Move over boring traditional plastics as the future is here! These durable garbage bags are made from a bio-degradable plastic that decomposes naturally in the environment. When exposed to the sunlight over time, these bags lose their plastic properties. Within one year the tensile strength and other strength properties of the bags reduce drastically until it degrades in the environment.  , ZERO LEAKAGE: If you are looking for a utilitarian garbage bag, this one might be right up your alley. These bags boast the right thickness and ensures zero leakage. This will help you preserve the hygiene while also enabling you convenient usage. The Prakrutik garbage bags have tensile strengths and can accommodate up to 7 kg of waste without wear and tear.  ",B09DSKVLBG,None, Heart Home
" Fit Type: regular  , Material: High Density Nylon Water Resistant Fabric. Size: 48 x 32 x 18 cm. Volume: 32 litre.  , Anti-theft backpack: This backpack has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the laptop, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc  , Multipurpose laptop compartment for daily office use, college or travel etc. 180 degrees opening. Have enough space for carrying books or one day cloth. Front stash pocket for small book, documents, goggle, medicines etc  , Charging on the go: now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple connect your power bank to the wire inside the bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide power bank with this bag  , Suitable for 15.6 inch laptop, tablet, power bank, mobiles etc. 12 months warranty.  ",B08SVV5HZY,None,Artistix
" Care Instructions: Wipe with Damp Cloth  , Material: Water Resistant Light-Weight Polyester<br>  , Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>  , Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>  , Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>  , Closure Type: Zipper<br>  ",B09TPY1G1W,None,ADISA
" Care Instructions: Machine Wash  , Fit Type: western  , PREMIUM CORDUROY GROCERY BAG: Soft corduroy grocery bag, comfortable to touch, made of premium corduroy, well bearing capacity, durable to use, wear resistance and not easy to deform. Fine stitching and reinforced handle makes the bag more durable.  , CUTE PRINTS DESIGN: Designed as cute cow prints of black and white, very cute and fashionable, this shoulder bag is not just a practical shopping bag but also a fashion bag for daily styling, going perfectly with any occasion, daily shopping, picnic, travel, gym, school, office, etc.  , PRACTICAL LARGE CAPACITY: The over all size is 13""*13""*4"", composing of one main compartment and 2 open pouch inside for easy access. There are 2 snap metal buckles for closing. Very practical storage capacity, can put tablet, book, grocery, daily essential for outdoor, etc.  , ALL PURPOSE HAND BAG: This bag is very utility for daily use. It can be daily grocery bag, travel bag, hand bag, shoulder bag for shopping, work, school, gym, etc.  , LIGHTWEIGHT AND EASY TO FOLD: The soft corduroy grocery bag is lightweight and compact, foldable, easy to carry and use. A very convenient and nice utility hand bag.  ",B0BNX437F8,None,PALAY
None,None,None,None
" Designed to fit simplehuman trash cans perfectly  , Tear- and leak-resistant garbage bags  , Bags best for restaurants, beauty parlor saloon, kitchen, washroom, toilets, malls, shops etc  ",B074CW3JV4,None,Ezee
" Outer Material: Polyester, Casing: Soft, Color: Wine Red  , Wear Resistant: Not wear resistant, Water Resistance: Not water resistant, Voluminous Front Pocket  , Capacity: 120 liters; Weight: 4100 grams; Dimensions: 49.5 cms x 31.5 cms x 80.5 cms (LxWxH)  , Lock Type: Number Lock, Number of Wheels: 4, Number of compartments: 2, Laptop Compatibility: No  ",B0CKRCBZ6B,"At American Tourister, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun luggage that you can rely on. Side lugs and side handles for support, Bottom holder for ease in lifting luggage.", American Tourister
" Made In INDIA  , ABS Plastic ring on the top and bottom to retain its shape.  , Laundry Bag Size Volume 45L, Diameter 14inch, Height 18inch  , Machine Washable, Hand Washable, Waterproof, Perfect Shape, Multipurpose Use  , Laundry Bag is lightweight, durable and completely collapsible.100% waterproof hence easily cleanable with damp cloth  ",B0BRFRVQMX,None, GLUN
" Fit Type: regular  , LARGE CAPACITY: Delta Laptop Backpack for Travel, Business and Work with Lots of Space & Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella.  , DAILY TRAVEL SUPPLIES: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm  , ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  , MULTI-LEVEL ORGANIZER: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.  , MADE IN INDIA: TABELITO DELTA Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty  ",B0BLK1Z7DQ,None, Tabelito
" Closure Type: Branded Double Zip; No. of Compartments: 3, Pockets: 5  , Outer Fabric: Water-resistant PU and Polyester, Radium Bar| Back: Breathable air mesh  , Item Dimensions: 6.5 x 2.5 x 9 inch (L x W x H) |Strap Length: 152.4 cm  , Special Features: Adjustable Shoulder Strap, Key Id Retractor, Mobile Pocket, Pen Holder, Breathable air mesh, Radium Bar  , Craloft side bag looks compact but is too spacious for carrying small necessities like a wallet, cellphone, charger, earphones, sunglasses, pens, keys, cards  ",B0BRV3HVZ4,None,CRALOFT
